chunk_id,source,doc_type,chunk_index,strategy,text,token_count
Deep Learning Applic__c177,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,177,sentence_sliding_window,"You're early to class, so I've seen about you. I mean, you're like three hours early to RL to do, in fact. Um, so. Yeah. Uh, so even something that you can literally just think that maybe it's time to go back to the whiteboard. Easy. Go to the colon for a while, but I'm fine. I didn't want it this short. Like, it's just annoying because I showed so many photos of what I wanted. Did you get sick? Did you get sick after last week? I, you know, I, I, I eat meat like 30g, like. No, I want to know what I heard of coconut little boy over here. Oh every day it's so sick. Like this is really sick if ever you as you're just too nice, I wouldn't say. Oh, you look. All good. But I took that exam when I was sick for that.",195
Deep Learning Applic__c178,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,178,sentence_sliding_window,"But I took that exam when I was sick for that. You know, I deserve. I deserve like, an extra I. Always did better with Diana, no, I promise. No, no, no, I mean, that's a good. I know you look like a princess. Yes, a very small say. No, I didn't really know. Uh, yeah, but that was because I got 15 extra points to timeout. But, uh. Okay, I wasn't sure. I'll show you guys. I actually, I would not say so. Well, if I hadn't got it. You know what? I don't have any text requests like flashcards. That's what I mean. Yeah. You didn't really. Hi. Good evening. I think I should. Be able to code. Any coding is going to be. So I think it's going to ask so on code. So you don't. Yeah basically.",195
Deep Learning Applic__c179,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,179,sentence_sliding_window,"Yeah basically. Oh I just thought I said I did try. I know I need to ask you. I know, I know, I never know where that might go. That's what I'm saying. Because like you really funny. If it is not well, I. Hope you are in coffee. Don't Jose show up. Yeah I say I, I just I know I'm giving I'm giving you ideas of it. Yeah. Oh my God. I, I know, I'm thinking about you might have come Jose. Me. I'm new job with Jose. So Jose should be very good. Oh no. I'm good. You're not good. Um, no. He's required to actually tweet his tax spread versus the work amplification of. That's it. Do you have any how do you like meeting?",170
Deep Learning Applic__c180,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,180,sentence_sliding_window,"Do you have any how do you like meeting? Well, I mean, if I have to do our work for it and then we have a meeting and so but want to meet after that or honestly or even if they're doing shouldn't take too long. Yeah. So I can text you when I'm done. Okay. And then call me to give it to me. Okay. It's. Just as you. Okay. It's like we try to attacking all this, right? Uh, so, like this information that Jerry you just added? Yeah. Yeah. That was. That's true. And just like we just use the. Yeah. So actually, if I were you. 00000. I'm jealous. I want to go home and say sorry. Oh, yeah. Oh. Well. Dramatic. I have my money. Yes. Hey, I'll see you there. I'll see you here, I guess. Thanks for everything.",196
Deep Learning Applic__c181,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,181,sentence_sliding_window,"Thanks for everything. Do you mind if I take it? I think you would. Really? Yes, I would. Okay. I got in a taxi, actually. You know I will. I actually don't. Oh, but you want to see our project once or twice in your photos? Yeah, yeah yeah yeah yeah, tomorrow I will. I shall go and see you. I'm going to go work on it. Feel free to come if you want. You want to work together and have the meeting. I mean, we're all right, all right, all right. Thank you. What's up? Once I finish with this? Okay, well, I need to talk anyway, so can you tell me your 20s? Wilkinson. Oh, yeah. Well, this is it. Oh. Are they okay? Yeah. They're up until tomorrow. Oh, you know, what time is it? Ready to go? Okay, let's just go.",198
Deep Learning Applic__c182,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,182,sentence_sliding_window,"Okay, let's just go. I want a coffee, too, so let's go. Give us a. Chance, uh, for that. Yeah. In that. So that's what it's all about. Oh, wait and see if there's any good. Yeah, I know what's so crucial. No big talker. Yes, yes. I mean, it's like if you took out the stick. Oh my God. Yeah. It's, uh. Is it like, there. Are people in your folders like. Um. Hum. I think that's very, very good. It's it's not very good. But I know that if we want to do that. I haven't and then I think I, I don't know. Yeah. Here's it. So here's what. When is the next time. Is it next week perhaps. Like. Okay, here's what I'll do. Like you and I.",195
Deep Learning Applic__c183,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,183,sentence_sliding_window,"Like you and I. And you should all have taken a meeting sometime this week. And then we can get started and fleshed out. Okay. I will try to get into it. But, you know, it's like. And then this. Is not busy. So I'll start a new project. So yeah, at this time. So I, I think, you know, that's through that block. Yeah. Yeah. And. The real question is how are we going to take credit and not get. Because it takes 50 minutes to scrape Twitter video. Because so like we can't scrape it in real time unless, unless we say like try entering a couple of times and every time there's nothing. Yeah. What are you what are you. You're on Twitter. It's just me. And so there's this. Really good. Yeah, but I remember that, uh, you know, thinking about it. Okay. I think you're absolutely right.",200
Deep Learning Applic__c184,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,184,sentence_sliding_window,"I think you're absolutely right. Yeah. Yeah. So let's go, let's go, let's go. See you guys later. Bye, guys. Bye bye. Where do you see myself? Um, I already. Oh. This is. Cool. What if we had.",59
Deep Learning Applic__c000,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,0,sentence_sliding_window,"Yeah. And I tried to find one that says, uh, BYOB. Yeah. Because then it's like they tried to make you guys. Have you made the, um. What's the rules for being index card for the next exam yet? Yes, we'll talk about that. Getting out because, uh. Uh, if you just put your name on each one of them. Yeah. Honestly, your handwriting is probably unique enough that I'm sure most of you have. Really, I don't know, I don't know what it is, but as you can read it. Yeah, yeah. No, I'm totally fine. I got to say. You think sass is dead? Sass? Yeah. Then software as a service? Yeah. I was in the statistical software company. The markets think so. Markets are always in the. Yeah. Oh, God. Not the sass. This course. Sass is dead, though.",194
Deep Learning Applic__c001,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,1,sentence_sliding_window,"Sass is dead, though. No, SAS is not dead. And it won't be until you get these giant. Even companies like Duke University that will finally get off staff, which will never happen. I mean, I think you've got business as though that's local and that that lever that you use, like, do you enjoy your HR stuff? Yeah. Sorry, I can't get your free school that's on prem and you can see right behind me. I mean, it looks like it certainly does. It does. Yeah. So I mean, I guess there was I mean, I, I imagine they have stuff like how it's like two from 2010 that was in really good use. And all of the tutorial videos are from like 2008 because they all have like the windows XP, like, you know, and it's already here, something from the 20 tens. I'm like, oh, that wasn't that long ago.",193
Deep Learning Applic__c002,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,2,sentence_sliding_window,"I'm like, oh, that wasn't that long ago. I'm like, oh my God, it was a decade ago. I'm also really starting to do it on prem also. I think the only thing that like is major that isn't hosted on premise, canvas and box. Oh yeah. Box two definitely got more behind the testing. Oh, yeah, I better, no matter how well that is. Summing up the mid semester it doesn't matter. And. The fact that I have turbo drafted this. Just in case. I know the morning edition read it, but I guess the due date is what? Soon? Yeah, I'm going to finish it today. So. I was saving for the weekend and then Sunday night came and I still hadn't started the day. You know, I have written a whole paper from not knowing what the idea was that you submitted in the morning. So you were not behind me for. That. Yes.",197
Deep Learning Applic__c003,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,3,sentence_sliding_window,"Yes. I hope you know. I was calling my friend. He was like, you'll be fine. I mean, this story that we went to college together, he was like, I remember I started writing a ten page paper and right away. I wrote my entire career because that is a permanent part of my world. I was asked to write my dissertation. It was done three months before I could get my family to sit down. With me. But it was like three months wait because you didn't do the correction, you know? Yeah, I think that place. Uh, I don't I'm not like that. I'm only fast, but it's like. Oh, it was due yesterday. You design people are all the same. It's not frustrating, you know. And I got, like, during design school, right. He was just I mean, he'd have a school project to do.",188
Deep Learning Applic__c004,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,4,sentence_sliding_window,"He was just I mean, he'd have a school project to do. It was do the next day, every single day, you know massive like capstone big project. And he would not sleep the whole night. Just come up with something amazing in the morning. But I was like, this frustrates me so much. You know, he goes to the depths of despair. It's like, oh, this is better. All right. So this slide numbers, artwork and I'm going to try to answer this, but I wish I could do this because it's been like me already. It was just it gave me the first entire period. You know what? My best friends told me this yesterday and he was like, so yeah, I was like, you saw that on TikTok? And he was like, yes, I did the week before. And it was gaslighting. I don't know why because it just mentioned it once.",193
Deep Learning Applic__c005,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,5,sentence_sliding_window,"I don't know why because it just mentioned it once. The one word of yeah, that's what happened not on TikTok, but somebody like that. I knew as well. Yeah. All right everyone, how's it going? Do you read? Okay. Yeah. I downloaded it like. Oh, God, it doesn't matter anymore. And it's happening. It doesn't even matter because in the end, I don't. We were all at those that mid-semester time. I got us in that semester. Yes. For a break is only a week and a half away. Oh my God. So hopefully you all are planning something fun for spring break. Yeah, I'm going to rebuild shibboleth. All right. Shibboleth is going to be reborn. Wonderful. Have you any other exciting things going on spring break? Anybody do anything fun? We're all nerds in an AI program. There's the kick.",197
Deep Learning Applic__c006,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,6,sentence_sliding_window,"There's the kick. You can see that. You can see game. Okay. Did you. I guess you guys, you would have had to camp out last semester, right? It's going to camp out. Oh, you can do script. Oh, you can do a spring. They have a spring. Yeah. Wow. You know, what do you want to do that center graduates. Uh, you know. Yes. This is there's no undergraduates in this class. I can't say that. It's reinforcement learning. Okay. Um, so. Oh, one thing I wanted to get your, uh, thoughts on. Um. So I've been thinking about 510. You know, you all took 510. Most of you took 510 last semester. So we're thinking about 510 and trying to think about, okay, how should I how can I get you guys to actually listen, watch and learn the topics like outside of class?",194
Deep Learning Applic__c007,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,7,sentence_sliding_window,"So we're thinking about 510 and trying to think about, okay, how should I how can I get you guys to actually listen, watch and learn the topics like outside of class? Because I think the activities in class worked really well. I think the videos outside of class worked less well. So I want to know, like formats that would get you guys to like digest some of the material. So one thing that I was thinking about and I just like had a brainstorming moment yesterday was so, you know, notebook alum has that like podcast feature. But when you listen to the podcast, like it sounds really good, but they don't really go into depth on anything. I just kind of stay surface level. What if it was like an actual podcast where I have like a to and the team and I are like having a conversation about this stuff?",173
Deep Learning Applic__c008,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,8,sentence_sliding_window,"What if it was like an actual podcast where I have like a to and the team and I are like having a conversation about this stuff? Um, not for this class, but obviously for 510, like the statistics concepts or data engineering and like talk about like stories and that kind of stuff, like, does that sound like that would be something that you guys would actually listen to? It's fine to say no. Like I'd rather no than like put a bunch of work in. To it and, like, it doesn't work out. Sam. Um, I probably in the minority here, and I wasn't alternative data about podcasts, but yeah, I don't I don't I can't pay attention to them. It all becomes back. You know, Sam, I'm the same. I cannot stand podcast, but lots of people like them.",174
Deep Learning Applic__c009,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,9,sentence_sliding_window,"I cannot stand podcast, but lots of people like them. So that is why I'm like trying to come up with like some way that is beyond like the videos and the videos don't seem to be working for people. Can I be like, brutally honest? Yes. I freaking love exams. Like I shouldn't be that honest. Okay, okay, but hear me out. I really like the way that John did it, where it actually it was a really boring lecture. I took notes, I went home, I made flashcards to the PowerPoints and my notes, studied the crap out of it. And then like, there were quizzes. Like, honestly, that's how I learned, like the absolute best. But I probably even the very, very minority who with that, I imagine you are not, because at the end of 540 I always ask people like, what is the best assessments? Like, should I change up the assessments?",194
Deep Learning Applic__c010,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,10,sentence_sliding_window,"Like, should I change up the assessments? I actually the first semester I experimented with three different types of assessments, and everybody said it was the exam that they learned the most from rich. So the like, just like the one you just had, which is why we still have them. Because I hate exams. I hate creating them. I hate sitting up here when you guys take exams. It's very boring. Um, so I don't like them. But every semester people have told me the same thing. A lot of people tell me the same thing, that it's like the only way they learned is to have, like, this, like checkpoint. Maybe I have to put exams in five, ten. Yeah. Big. Like small quizzes on the content. They're supposed to work. Okay. It could be like a small portion of the grade. So they do it. Yeah. Okay. So, like a small quiz.",192
Deep Learning Applic__c011,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,11,sentence_sliding_window,"So, like a small quiz. Kind of like, like every week lectures and you show the videos. Just have like a 25 question quiz I like that. Would that be in person? Man. Just do I do that. Yeah. At the beginning of class would be a quick quiz. Distributed the lecture content in the week before I like that. Yeah, that's a good idea. Yeah. Let's see I don't like in one of my classes we do have like a mini quiz at the start. And it's like not hard, but it is still a little stressful. So I think maybe like in high school, I remember I did this like there were some there was a flipped classroom. Yeah. And they'd have like little pauses, like kind of like a commercial on like Amazon Prime or something like that. And then it would ask you like a simple question about like what you had just said in the video.",190
Deep Learning Applic__c012,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,12,sentence_sliding_window,"And then it would ask you like a simple question about like what you had just said in the video. So, okay, you can actually tell that they're engaging with the video. Okay. Yeah, I really like that idea. Um, that is how with all of our onboarding stuff, it takes words to it's like a, it's like a faculty member, which is terrible because then you actually have to watch the videos. So yeah, I agree that they're very useful. Yeah, yeah. How about you? I love a good podcast, but having experience produced one, they are like extremely hard to put together. So you don't you can't just like having a conversation. No. It's like actually it's like terrible. Oh this is helpful isn't on podcasters because every podcast I've been a part of, you know I just like show up and I talk and then like podcast comes out in a few months. I don't know what happens.",200
Deep Learning Applic__c013,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,13,sentence_sliding_window,"I don't know what happens. Um, good to know. Yeah. Like, um, I was going to say I agree with Lindsey. I like some sort of engagement. Yeah, would be good. And maybe, maybe a different way to do it might be like playing to a game sort of format where there's like, you know, you get a score at the end and maybe like the person, um, that comes into class with like the highest score, it gets one of those trophies or something. Uh, okay. But I think that, like, engagement is like, uh, like, engaging and like having that back and forth with, uh, with the material helps lot things that would take a few of these ideas and like, test them out next semester. Yeah, I guess would be next semester. Try them out. Yeah.",173
Deep Learning Applic__c014,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,14,sentence_sliding_window,"Yeah. Tiffany, I think I enjoyed the week, the Python bootcamp, the year where where it was like, uh, speaking to you by all sorts of engaging terms of the graphics. And after there were modules. So maybe set up like students quizzes at the beginning of class. It could be some of those modules to do, but it doesn't take the full grade where people are still learning, like in John's class, even though we have the class wise, he says. You just have to get 50% or more and you only have to pass about, I think, 70% of all the quizzes. And just by doing the quizzes you get 5%. So it's not so strict there. You have to like get everything by at least reading the material. So all right. So having some leniency in there as well. That's. Especially for those times you like to zone out. Got to come back to. Yeah.",195
Deep Learning Applic__c015,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,15,sentence_sliding_window,"Yeah. These are good ideas. Thank you. Um, for, um, subscribing to that. All right. Um, so we got a fun lecture today. We're going to talk about attention in Transformers. We talked about the fundamentals of attention, the transformer architecture. We'll briefly go over some popular implementations like Bert and GPT, which may be ones that you use for your module project. We are going to talk about a few different applications of NLP, uh, type similarity, text summarization and topic modeling, which might be different options that you might look into for your projects. And then we'll talk about some advanced topics large language models and multimodal models, including Cliff. Any questions about the agenda for today? Okay. Awesome. All right. So last week we kind of left off with representing text. Right. And we said okay we want some number that represents this word. Um so being in bacon River we need a number that represents that.",198
Deep Learning Applic__c016,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,16,sentence_sliding_window,"Um so being in bacon River we need a number that represents that. We talked about different approaches for traditional approaches as well as uh, things like word to back that use, um, shallow neural networks in order to create these embeddings talked about. Yeah. We're back. Um, and we're to back is getting better, right? Uh, it still has static embeddings that lack contextual awareness. And so this bank of the river, um, deposited money at the big bank is going to be encoded as the same number still. Right. Because the when you encode the word bank in a word to bank model, all it's getting is bank. It's not looking at any of the surrounding words around bank. And so you're still missing that contextual information. So you still have some of those same challenges. So that brings us to attention and Transformers. And so we're going to try to build today in conceptual understanding.",191
Deep Learning Applic__c017,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,17,sentence_sliding_window,And so we're going to try to build today in conceptual understanding. Um self-attention multi-head attention and cross attention. And then we're going to talk about the application of attention specifically in the transformer architecture. All right. So we're going to talk about Bank of the River and Bank of the river. We have some naive vector embeddings. So we have a vector embedding for big number that represents big number that represents um the and river. And our whole goal with self-attention is just to improve our embeddings with context. So all we want to do is we want to say we want to create a better version of the one that is based on all of the surrounding words in my sequence. So we want this. We want new representations that are better than our original embeddings.,168
Deep Learning Applic__c018,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,18,sentence_sliding_window,"We want new representations that are better than our original embeddings. So why said one should be better than v sub one, y sub two should be better than these are two y sub three should be better than be sub three. And is it four should be better than this and for better meaning that it has more context and a better semantic representation of what these words mean in the context that they are in. All right. So let's start here with the word bank. We've got we're starting with V1 and we're trying to get to Y1. So how are we going to get there. Well first we're going to do a dot product between our vectors v1 and v1. So the same thing. And what we're going to do is we're going to do that dot product. And we're going to get what we call a score. The score one one is just that. That's our first word dot product.",193
Deep Learning Applic__c019,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,19,sentence_sliding_window,"That's our first word dot product. By our first word two vectors dot product score one one. We're going to do that for every word. So we're going to do that for v1 v2 v1 by the three and 154. Remember we're still just focused on this one word and changing the embedding from v1 to Y1. Trying to make that better. Okay, so we've got all of these scores that represent the dot product between that word or the vector of that word and the vector of every word in the sequence. Now what we're going to do is we're going to normalize these via a softmax function. Uh, and basically remember this is what the softmax function does is it says all of our weights need to sum to them. So we're have a series of weights here. So weight 11.12813 and weight one four that are just the normalized versions of these scores. Now. This is where.",195
Deep Learning Applic__c020,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,20,sentence_sliding_window,"This is where. Transformers get a little bit annoying in the notation. And so something to be focused on is we call these weights. They are not trainable weights. So the weights and biases that we've been talking about all semester long. These are not those. They're still called weights, which is really annoying. But these are just representation the normalized representation of these scores not trainable. Okay. So now what we're going to do is we're just going to do a weighted sum where we've got our weight on one, uh, multiplied by v one plus weight one, two. Right. That's the normalized um, uh, the normalized score between our V1 and v2 and v3 if you want it, v4. And so we do this weighted sum. And that is what is going to be one. So we're going to reweight all of our vectors towards V1. So river is going to be influencing big and vice versa.",197
Deep Learning Applic__c021,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,21,sentence_sliding_window,"So river is going to be influencing big and vice versa. And again, these are called weights because they allow us to reweight the vectors. They're not trainable weights. Okay. So we did that or we want we converted it into why what we are going to do this for every word in our sequence and get y1, y2, y3 and y for. So every word of our sequence, we're just going to do the exact same thing that we just did where we do the dot product, get our scores, normalize them through a softmax and get our weights. And then we do a weighted sum. A couple of notes here is that order has no influence. So how close River is to bank does not matter for self attention. Proximity has no influence and their shape independent. So long for short sequences are going to work here. All right. So here is just another way to look at what we just did.",194
Deep Learning Applic__c022,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,22,sentence_sliding_window,So here is just another way to look at what we just did. So this is looking at the word bank again. And for the word bank we're doing a dot product between v1 v2 v3 and before and then v1 right. So this is where our dot product is. And then we get our scores from that dot product. We're going to normalize the scores into our non trainable weights. And then we do a weighted sum by bringing in v1 v2 v3. And before that we multiply them by their respective weights. And then we get our output embeddings. Y1 y2 y3 and y4. So this is exactly what we just did. Just put in. All in one slide. Questions. You see why I've condensed to one slide in just a moment. Okay. So again remember non-tradable weights. So we have no weights that are being trained so far.,191
Deep Learning Applic__c023,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,23,sentence_sliding_window,"So we have no weights that are being trained so far. And so what happens if we do introduce trainable parameters here. And we're going to introduce trainable parameters at every input point where you are using these original vector embeddings. And so that is here. That is here. Right. Because we do v1 times um v1 or the dot product of v1 v2 v3 and before and then here what we do the weighted sum. So these are where these three inputs come in. And so we are going to use these. And this is where we are going to put our trainable weight matrices again with notation. Um attention we have keys queries and values. Now you might think oh this just has some kind of like nice elegant databases. It really doesn't worry too much into the fact that they're called keys, queries and values. It's like generally that you have a query here that I want v1 to get more context.",196
Deep Learning Applic__c024,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,24,sentence_sliding_window,"It's like generally that you have a query here that I want v1 to get more context. And then the values when I combine my query and my keys, I want to get back the values. So you can kind of see where they like had this idea. But the idea wasn't great and it really makes people confused. So just think you'll be okay. So these are what we call our keys our query and our values. And this is where we're going to introduce our weights then our trainable weight parameters. So we're gonna have a key matrix. We're going to have a query matrix. And we're going to have a value matrix. And our matrix looks like this. We are embedding is one by k. So some length k. Our weights matrix is going to be k by k um. And so then our output is one by k right. Because we want just an updated version of that embedding.",191
Deep Learning Applic__c025,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,25,sentence_sliding_window,"Because we want just an updated version of that embedding. And so we want that output to be one by k. Lindsay qualifies at one. Um, for the, uh, the vector and body. Um. So it's like, uh, so when you think about it, like an embedding is just like a series of numbers, right? A vector, a single vector, uh, not a matrix. And so we are only having a series of numbers that is equivalent to a word. Could you get into some kind of two dimensional. That would be a little bit, I think intense. Um, and I mean, I guess you could do it. I mean, theoretically, you could do it. Um, but typically we transform word embeddings into some one by k vector, and this allows us to flatten it makes it a little bit easier to run algorithms on. It allows us to easily, more easily integrate into other architectures. Right.",196
Deep Learning Applic__c026,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,26,sentence_sliding_window,"Right. We use one by k for our word defect models as well as are all written in sequence models. Um, and so for all of our embedding models, we pretty much use the same great question, which I feel like this is I'm not understanding how this works, but I know like in church and beauty, right. Like if you in the memory of the conversation, you append like the response and like, doesn't that mean that you're like regenerating this like every time with a larger and larger set of like, tokens? Or is that, like not true? I just it seems to imply that. But I feel like that must be wrong. So when you say that and so that's what the context window is. Right. Right is like there, there is some limited amount of information that you can put through one of these systems and it be computationally, quote, efficient, um, and work well, uh, given the mean.",196
Deep Learning Applic__c027,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,27,sentence_sliding_window,"Right is like there, there is some limited amount of information that you can put through one of these systems and it be computationally, quote, efficient, um, and work well, uh, given the mean. And so there is a context window, is it large? Yes. Is a much larger than bank of the river. Yes. I guess my question is like if y one is like the, the weighted sum of like the, the the like for every token, doesn't that mean you have to like, recalculate everything every time you do. Oh that's good. Now there's parallelization right. Like with GPUs and like a lot of fancy tricks that you can do which they do, they do a lot of like different kinds of caching of embeddings. And so there's a lot of like software engineering that goes into it so that it's not exactly what you're thinking.",184
Deep Learning Applic__c028,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,28,sentence_sliding_window,"And so there's a lot of like software engineering that goes into it so that it's not exactly what you're thinking. You're like, oh my gosh, this they do a lot of software engineering under the hood to make these more computationally efficient. But at its base, like if you look at, you know, attention is all you need. That is what it does. Okay. All right. So this is just another way of viewing this particular slide. And this is going to look a little bit more familiar to us. Um, as folks who look at neural networks. And so we got our input here, a number that's that one by one by n, um, embedding. And we're have three linear layers. And so these linear layers are basically where we do that um weighting with our trainable weights that PS queries and values matrices. We take our keys and queries and we do the dot product. That's this right here.",198
Deep Learning Applic__c029,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,29,sentence_sliding_window,That's this right here. Here we've got our fees and our queries. We're going to do a dot product here. We get our scores out and then we normalize these scores. So we're going to normalize the scores. Here. We get our non trainable weights out. And then we bring in our values here. That's this piece. We bring in those values with our weights. And we do unweighted sum here. And then we get our output which is just the updated embedding. I wonder why it. And so this is if you break it down into what this would look like in the context of a more traditional neural network. Okay. Questions here. So you've seen it now in three different representations. And so the Tldr with self-attention is it's just the process of adding more context to our embeddings. That's all it's doing. Just adding more context to her embeddings.,196
Deep Learning Applic__c030,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,30,sentence_sliding_window,"Just adding more context to her embeddings. Given the context of the surrounding words. Now, do we have enough attention? So if I'm looking at gave, perhaps I need more than one attention mechanism, right? I want trainable weights that are going to allow me to be able to attend to multiple things differently within a sequence. And so that's where Multi-head attention comes in. Which is the exact same thing we just talked about. Except now you have multiple linear layers. And so now you have multiple trainable weight matrices. Allows you to train more weights and be able to learn more. So you have your keys queries and values. I mean now these matrices are one through each. And then we have one through H linear layers. We still do our dot product. And now we get scores out of one through H. We're going to normalize these. We get our non-trivial weights one through each.",194
Deep Learning Applic__c031,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,31,sentence_sliding_window,We get our non-trivial weights one through each. We do our weighted sum and then we get our outputs one through each. Now we only want one embedding right. We don't want one through each different embeddings. So we need to choose one. So this is the step that looks a little bit different. We're going to concatenate all of those one through H. And then we're going to put those through a dense layer. And that is going to give us our output embedding Y1 through wire. And this allows us to paralyze. Attention mechanism so that we have what we call multiple heads. Going through this process multiple candidate scores and weights. And then output embeddings. Concatenate and concatenate those. Put them through a dense layer and then we get our output embedding.,173
Deep Learning Applic__c032,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,32,sentence_sliding_window,"Put them through a dense layer and then we get our output embedding. The now has even more context and more information because we're able to have more trainable parameters, allowing us to learn more things and more relationships between concepts. Questions. Yeah, you can get cheese curds and onions. Great question. We train them the same way that we train any weights inside of a neural network through backpropagation. So we assume that they are different. They are different, um, in their names. Pretty much the keys, queries and values parts really throws people off because they're like they should mean something. They really don't mean anything except where they're placed. So our keys. Our keys are placed with that v1, v2, v3 and before, which gets a dot product with the query matrix which is still v1. And then we still have v1, v2, v3.",187
Deep Learning Applic__c033,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_24_2026 (Tue)_Captions_English (United States).txt,transcript,33,sentence_sliding_window,"And then we still have v1, v2, v3. And before down here uh, and we use the value matrix here. But at this point this is where it's going through the weighted sum. Right. And being uh, with those weights. And so we're really separating out what is happening here from what is happening down here. And so that's why when you look at it from this perspective, we see our keys and queries going up and doing the dot product and going through that process to try to find those weights. And we see our values coming here, going directly into that weighted sum at that end phase. Yeah, it's a really good question. It gets people like, really tripped up the naming convention here, right. Like the non-tradable weights. Like why do they call it weights? He's queries and values that make no sense.",181
